NatEmis;Province;Official_Institution_Name;Status;Sector;Type_DoE;Phase_PED;Specialisation;EIDistrict;EICircuit;OwnerLand;OwnerBuild;GIS_Longitude;GIS_Latitude;LMunName;SP_Name;Township_Village;Suburb;Town_City;StreetAddress;Quintile;Registration_Date;NoFeeSchool;Urban_Rural;Learners2023;Educators2023
200100065;EC;BETHELSDORP ROAD PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,86848;25,51231;Nelson Mandela Bay Metropolitan Municipality;Arcadia;;CHATTY;GQEBERHA;ACKEER CRESCENT,CHATTY,GQEBERHA,6059;Q3;1/1/1985;YES;Urban;925;25
200100066;EC;BETHVALE PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,87739;25,50189;Nelson Mandela Bay Metropolitan Municipality;NONE;;BLOEMENDAL;GQEBERHA;BOWKER STREET,BLOEMENDAL,GQEBERHA,6059;Q3;1/1/1976;YES;Urban;1020;27
200100068;EC;BHONGWENI PUBLIC FARM SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,6573;26,42;Ndlambe Local Municipality;NONE;;;ALEXANDRIA;9 A Street,Kwanonkqubela,Alexandria,6185;Q2;1/1/1986;YES;Urban;850;23
200100070;EC;BLUELILIES BUSH PUBLIC JUNIOR SECONDARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;COMBINED SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,98183;23,9656;Kouga Local Municipality;NONE;;WITELSBOS;HUMANSDORP;520 Basil February Street,Tsitsikamma,Nompumelelo Village,6307;Q2;1/1/1932;YES;Rural;441;17
200100071;EC;BLUEWATER BAY PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,85321;25,62752;Nelson Mandela Bay Metropolitan Municipality;Bluewater Bay;;BLUEWATER BAY;GQEBERHA;12 CLAUDE CRESCENT,BLUEWATER BAY,GQEBERHA,6210;Q5;1/1/1990;NO;Urban;445;19
200100072;EC;BODKER PUBLIC SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,86483;24,93267;Kouga Local Municipality;Hankey NU;ROODEFONTEIN;HACKNEY;HANKEY;Roodefontein Farm,Roodefontein,Hankey,6350;Q2;1/1/1950;YES;Rural;52;4
200100076;EC;BONGOLETHU JUNIOR PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,40252;25,4845;Sundays River Valley Local Municipality;NONE;;MOSES MABIDA LOCATION;KIRKWOOD;Nosini Street,Moses Mabida Location,Kirkwood,6120;Q3;1/1/1974;YES;Urban;721;16
200100077;EC;BONTRUG SENIOR PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,39856;25,48368;Sundays River Valley Local Municipality;NONE;;KIRKWOOD;UITENHAGE;Same Asabove,Moses Mabida,Kirkwood,6120;Q3;1/1/1950;YES;Urban;211;5
200100078;EC;BOOYSEN PARK PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,85847;25,47354;Nelson Mandela Bay Metropolitan Municipality;Booysen Park;;BOOYSEN PARK;PORT ELIZABETH;Nooitgedacht Street,Booysen Park,Port Elizabeth,6059;Q3;1/1/1984;YES;Urban;970;28
200100079;EC;BOOYSEN PARK SECONDARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;COMBINED SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,85774;25,46683;Nelson Mandela Bay Metropolitan Municipality;Booysen Park;;BOOYSENS PARK;GQEBERHA;WILLIAM SLAMMERT DRIVE,BOOYSENS PARK,GQEBERHA,6059;Q3;1/1/1982;YES;Urban;1436;42
200100080;EC;BOPLAAS NGK PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,83419;24,42377;Kouga Local Municipality;Humansdorp NU;BOPLAAS FARM;HUMANSDORP;KAREEDOUW;Boplaas Farm,Kareedouw,6400;Q2;8/25/2003;YES;Rural;29;1
200100084;EC;BOUNDARY HILL PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;AMATHOLE WEST;;GOVERNMENT;UNKNOWN;-32,73857;26,6133;Raymond Mhlaba Local Municipality;Teba;MAZOKRO LOCATION;;FORT BEAUFORT;Mazorka Location,Fort Beaufort,5720;Q3;1/1/1973;YES;Rural;81;3
200100085;EC;BRAAMRIVIER PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;PUBLIC;-33,74088;23,96806;Kou-Kamma Local Municipality;Joubertina NU;BRAAMRIVIER;JOUBERTINA;JOUBERTON;Braamrivier,Joubertina,6410;Q2;1/1/1963;YES;Rural;22;1
